Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW59,OUT049,1462.6875
FDS22,OUT049,854.6875
FDW24,OUT017,949.4375
FDU24,OUT035,1708.4375
FDA21,OUT027,4452.5625
FDH58,OUT027,3360.0625
FDW36,OUT018,1417.6875
FDI45,OUT027,4235.5625
FDU01,OUT018,2719.1875
FDF35,OUT027,3179.0625
FDU43,OUT019,1966.25
FDE24,OUT019,402.25
FDK50,OUT049,2681.6875
FDG31,OUT045,991.3125
FDC60,OUT045,1395.8125
FDL36,OUT013,1480.1875
FDP21,OUT013,3074.5625
FDW16,OUT045,1434.0625
FDX02,OUT017,3685.9375
FDQ58,OUT027,3942.5625
FDT51,OUT046,1863.1875
FDD59,OUT049,1453.6875
NCM42,OUT018,1415.4375
FDA57,OUT018,371.1875
FDZ48,OUT035,1917.9375
FDE46,OUT045,2354.8125
NCZ30,OUT019,25.8125
FDB56,OUT017,3148.6875
FDA25,OUT027,3170.0625
FDD20,OUT013,2058.3125
FDL25,OUT013,1574.0625
NCO18,OUT049,2862.1875
FDJ45,OUT017,652.4375
FDR12,OUT035,2909.4375
NCF19,OUT010,-1152.3125
FDK25,OUT046,2714.6875
NCR17,OUT046,1883.4375
FDC52,OUT046,2516.1875
NCA54,OUT017,2936.4375
FDR45,OUT010,1918.375
NCM19,OUT049,1917.1875
FDF39,OUT027,5708.5625
FDX23,OUT049,1633.6875
FDD58,OUT027,3068.5625
FDX28,OUT013,1670.4375
NCD31,OUT013,2606.9375
FDU57,OUT018,2152.1875
FDI27,OUT046,854.6875
NCM42,OUT046,1713.1875
FDD32,OUT027,2807.0625
FDI34,OUT013,3719.6875
NCM29,OUT049,2182.1875
FDG46,OUT018,1593.6875
DRC01,OUT010,-1040.6875
FDB15,OUT027,5611.5625
NCA17,OUT027,3846.8125
FDF10,OUT046,2427.6875
FDR26,OUT027,4282.5625
FDI02,OUT049,1919.6875
NCM54,OUT010,74.6875
FDF14,OUT013,2462.4375
FDJ33,OUT010,84.875
FDM20,OUT035,4035.1875
FDC03,OUT027,4599.5625
NCX05,OUT046,1868.6875
NCM41,OUT027,2942.3125
NCU29,OUT010,433.1875
FDQ59,OUT017,1549.9375
FDH46,OUT010,-209.625
FDH09,OUT013,907.6875
NCD06,OUT045,632.0625
FDC15,OUT035,2585.4375
DRD37,OUT027,2233.5625
FDT28,OUT027,3853.5625
FDR28,OUT027,4124.5625
FDT38,OUT017,1465.1875
FDV34,OUT027,2734.5625
FDY52,OUT035,1180.9375
FDB34,OUT013,1433.9375
DRL23,OUT018,1374.6875
DRB24,OUT046,2464.5625
FDJ50,OUT046,922.6875
FDQ49,OUT035,2640.6875
FDP20,OUT035,2124.9375
FDV19,OUT027,4052.5625
NCR54,OUT045,3002.8125
FDO09,OUT010,2284.375
FDS57,OUT018,2000.1875
FDN10,OUT049,1996.6875
FDV23,OUT049,2095.6875
FDY28,OUT049,3504.6875
DRG51,OUT013,2627.4375
FDD45,OUT019,-340.25
NCL18,OUT027,4446.3125
NCM29,OUT013,2145.9375
FDF17,OUT027,4485.0625
FDE22,OUT017,2672.4375
FDQ22,OUT017,752.9375
FDS01,OUT013,2913.3125
FDW35,OUT027,2188.0625
FDJ33,OUT046,2048.9375
NCF54,OUT035,2807.1875
FDE09,OUT013,1832.4375
NCE06,OUT045,2388.0625
DRH49,OUT049,1363.6875
FDY43,OUT045,2648.8125
NCT05,OUT017,4154.4375
FDZ34,OUT045,2954.8125
FDL38,OUT017,1586.6875
FDZ31,OUT017,3194.6875
FDR14,OUT035,1002.9375
NCN54,OUT049,1258.1875
NCC42,OUT027,3691.8125
FDK08,OUT017,1766.1875
FDP59,OUT013,1733.1875
FDV22,OUT035,2697.4375
FDD33,OUT035,3863.4375
DRE60,OUT027,4992.5625
FDK52,OUT046,3630.1875
FDA02,OUT017,2483.4375
FDM56,OUT049,1829.6875
FDE57,OUT035,2408.4375
FDM32,OUT045,1362.8125
NCQ30,OUT027,3359.3125
FDQ27,OUT027,3169.5625
FDT60,OUT027,3451.0625
FDU43,OUT049,3945.6875
NCO55,OUT035,1841.1875
FDG02,OUT045,2949.8125
FDJ28,OUT013,3103.9375
FDP40,OUT045,1729.5625
FDJ38,OUT045,3005.8125
NCC54,OUT017,3924.6875
NCZ41,OUT046,2020.9375
FDK38,OUT019,434.5
FDU52,OUT013,2515.6875
FDC40,OUT046,1317.6875
NCR30,OUT017,1221.1875
NCN18,OUT017,1879.9375
FDB50,OUT035,1384.4375
FDG04,OUT013,3048.6875
FDR26,OUT035,2941.6875
NCT17,OUT018,2725.9375
FDX35,OUT027,4973.5625
FDS12,OUT046,2031.6875
NCZ29,OUT027,3470.3125
FDB38,OUT010,735.375
FDP12,OUT013,726.1875
FDP22,OUT046,919.9375
FDS26,OUT018,3850.1875
FDR52,OUT046,3117.9375
DRJ13,OUT046,2560.5625
FDU48,OUT027,3532.5625
FDE29,OUT035,1131.4375
NCT29,OUT049,2037.1875
DRK37,OUT018,2622.6875
FDK55,OUT046,1427.9375
FDR07,OUT046,1521.6875
FDO21,OUT027,5086.5625
FDK46,OUT049,4204.6875
FDB12,OUT045,1657.5625
FDT31,OUT027,4457.0625
FDJ33,OUT045,1957.0625
FDC26,OUT027,3226.5625
NCQ02,OUT045,2895.0625
FDP08,OUT010,1180.875
FDB11,OUT027,5049.5625
FDV55,OUT013,2366.1875
FDW20,OUT049,2028.6875
NCJ18,OUT019,-47.4375
FDC41,OUT018,925.1875
FDE14,OUT027,3136.5625
FDG35,OUT013,2887.9375
FDF45,OUT035,1125.9375
FDS19,OUT027,2759.5625
FDS58,OUT019,754.25
FDA26,OUT017,3612.1875
FDM32,OUT049,1509.6875
FDL45,OUT046,2034.4375
FDZ55,OUT049,2603.6875
FDY37,OUT049,2396.6875
FDO46,OUT046,3112.6875
FDQ60,OUT046,1966.1875
FDA19,OUT018,1800.6875
FDL15,OUT046,2464.6875
FDM10,OUT018,3105.6875
NCL05,OUT017,808.6875
DRK49,OUT010,-1241.1875
NCE18,OUT027,5402.3125
FDG40,OUT049,641.6875
DRI59,OUT045,3441.9375
FDK28,OUT035,4077.9375
NCD06,OUT019,-1170.9375
FDO11,OUT019,2108.5
FDK27,OUT046,1970.1875
FDT43,OUT027,2286.5625
FDD38,OUT018,1407.6875
FDA16,OUT049,3542.6875
FDL14,OUT027,3964.5625
NCM17,OUT049,850.1875
FDD20,OUT045,1948.8125
FDA40,OUT045,1385.5625
FDL43,OUT045,1203.5625
FDV15,OUT045,1579.5625
FDE52,OUT046,1549.1875
NCL17,OUT010,352.1875
NCJ31,OUT045,3699.5625
FDR60,OUT045,1175.3125
NCA18,OUT035,1951.9375
FDS21,OUT027,2489.5625
FDW09,OUT035,1475.6875
FDL26,OUT035,2596.1875
FDS47,OUT018,1125.6875
FDC39,OUT046,3283.9375
FDT51,OUT035,1977.1875
FDK40,OUT035,4273.6875
NCG19,OUT045,3594.8125
FDZ07,OUT046,1075.6875
FDF08,OUT027,2940.0625
FDO04,OUT013,951.4375
FDK41,OUT018,1061.1875
FDP15,OUT049,4163.6875
NCD43,OUT018,1371.4375
NCP18,OUT013,2387.4375
FDZ51,OUT046,1611.6875
DRH13,OUT035,1847.3125
FDF38,OUT045,672.8125
NCI43,OUT045,647.5625
FDM38,OUT027,2400.5625
FDS03,OUT013,1109.4375
DRJ47,OUT017,2799.5625
FDT50,OUT010,-306.125
FDV02,OUT046,2768.1875
NCG18,OUT017,1719.1875
FDW52,OUT046,2708.4375
FDS40,OUT035,758.1875
FDN31,OUT017,3141.6875
FDA37,OUT045,1960.8125
FDA15,OUT046,3975.6875
FDL39,OUT046,2946.9375
FDJ53,OUT045,1876.8125
FDX22,OUT013,3381.9375
NCZ42,OUT045,3673.5625
FDD56,OUT027,4297.5625
FDD40,OUT017,3224.1875
FDS50,OUT013,3558.1875
NCN14,OUT013,2959.6875
FDT15,OUT013,3011.8125
NCS18,OUT027,3154.8125
NCO26,OUT010,-114.8125
FDF58,OUT018,765.6875
NCB19,OUT013,1381.8125
FDH26,OUT017,2392.4375
DRB24,OUT027,3886.0625
FDA49,OUT018,1080.1875
FDB32,OUT045,1423.5625
FDI36,OUT017,3294.4375
NCA17,OUT010,489.1875
FDH22,OUT013,2035.9375
NCM26,OUT018,2152.4375
FDT15,OUT027,4428.5625
FDB16,OUT018,1152.6875
NCP54,OUT027,3390.8125
FDJ36,OUT013,1720.6875
FDO28,OUT045,1840.3125
FDU09,OUT013,1018.4375
FDF29,OUT017,2229.4375
FDY08,OUT013,2306.1875
DRJ59,OUT018,384.6875
FDT23,OUT027,2793.0625
FDU15,OUT018,391.1875
FDT47,OUT013,1647.6875
FDI53,OUT019,702.75
FDR59,OUT018,3932.6875
FDD53,OUT035,829.6875
FDY51,OUT017,3606.1875
FDT04,OUT049,726.6875
FDU51,OUT049,2929.6875
FDG14,OUT035,2605.9375
NCU06,OUT045,3537.5625
DRG25,OUT046,2969.0625
DRH49,OUT035,1430.8125
FDN15,OUT035,2363.1875
FDL43,OUT018,984.1875
NCT18,OUT049,2929.1875
NCB31,OUT013,4017.1875
FDK57,OUT035,2073.6875
FDY04,OUT019,774.75
NCP54,OUT046,1938.9375
FDF41,OUT013,3909.0625
FDM01,OUT045,1636.3125
FDW03,OUT045,1646.3125
FDF28,OUT045,1954.0625
FDY37,OUT017,2423.4375
FDQ03,OUT017,3933.9375
FDP51,OUT027,3420.5625
FDJ40,OUT017,1936.1875
FDC32,OUT049,1545.6875
DRI49,OUT027,2726.5625
NCW54,OUT017,1023.1875
FDF09,OUT017,776.6875
FDP45,OUT018,3760.6875
DRJ23,OUT018,2678.6875
FDS59,OUT017,1923.1875
FDY08,OUT046,2272.1875
FDX16,OUT049,2448.6875
FDY16,OUT018,2709.6875
FDK32,OUT035,2624.6875
FDQ22,OUT013,679.1875
NCC31,OUT018,2155.9375
FDG58,OUT049,2600.6875
DRF48,OUT013,2972.6875
DRH36,OUT049,1247.6875
NCR30,OUT035,1255.1875
FDB03,OUT019,1975.75
FDZ28,OUT027,3508.5625
FDR35,OUT017,3282.6875
DRD15,OUT027,5111.0625
FDJ33,OUT019,150.5
FDA56,OUT010,58.375
FDP56,OUT046,858.9375
NCT30,OUT046,767.4375
FDK15,OUT017,1707.4375
FDH44,OUT018,2108.6875
FDV01,OUT013,2543.9375
DRG03,OUT017,2517.5625
FDG50,OUT027,2930.0625
FDR16,OUT010,1461.875
FDZ60,OUT046,1706.6875
DRG03,OUT045,2361.4375
FDS56,OUT018,3826.6875
FDU33,OUT045,744.3125
DRD27,OUT035,1695.5625
FDW22,OUT046,3612.4375
DRA24,OUT045,2534.1875
FDF38,OUT049,831.6875
FDX48,OUT013,2539.8125
FDS58,OUT018,2343.1875
FDC32,OUT046,1481.6875
NCQ29,OUT045,4066.3125
DRK39,OUT018,1069.1875
NCS38,OUT017,1905.6875
DRO47,OUT013,1822.1875
DRG27,OUT027,2127.5625
FDC57,OUT027,4541.0625
FDS55,OUT046,2355.6875
NCJ06,OUT018,1558.4375
FDO01,OUT019,225.25
NCM55,OUT045,2881.5625
FDC52,OUT049,2580.6875
FDQ15,OUT045,1232.5625
NCT30,OUT027,2204.3125
NCR42,OUT027,2004.8125
FDD28,OUT035,1117.9375
FDQ34,OUT049,1763.6875
FDZ12,OUT027,3744.5625
DRE13,OUT019,-492.5625
NCN07,OUT019,229.5625
FDM28,OUT035,3007.4375
FDI10,OUT017,2880.6875
FDQ25,OUT013,2815.1875
FDA38,OUT010,1801.875
DRI13,OUT049,3514.6875
FDY20,OUT027,2967.5625
NCZ53,OUT035,3118.1875
NCM31,OUT013,2296.1875
DRB01,OUT017,3057.3125
DRF37,OUT046,4181.5625
NCF42,OUT049,2814.1875
FDF16,OUT018,2064.6875
FDB41,OUT013,817.6875
FDR34,OUT013,3717.1875
FDR15,OUT018,2245.6875
NCV42,OUT019,-139.6875
FDW51,OUT035,3473.1875
FDU36,OUT017,1696.4375
FDX60,OUT049,1381.6875
FDY03,OUT035,1961.1875
FDW55,OUT045,3953.3125
FDT01,OUT010,1498.875
FDG58,OUT013,2568.6875
FDK21,OUT017,4030.4375
NCS41,OUT019,1067.5625
FDS10,OUT045,2820.3125
NCT53,OUT046,2593.9375
FDJ28,OUT018,2780.1875
FDX44,OUT045,1377.5625
FDT20,OUT018,385.1875
FDO44,OUT017,1892.1875
NCX17,OUT049,3786.1875
FDY01,OUT017,2006.1875
FDJ12,OUT027,4818.5625
DRK35,OUT018,349.6875
FDD47,OUT019,818.0
NCM53,OUT035,1814.4375
FDO45,OUT013,1517.9375
NCM42,OUT010,-202.3125
FDE04,OUT046,2933.1875
NCI30,OUT027,5324.3125
FDZ19,OUT013,2777.8125
FDW57,OUT013,2907.9375
FDA25,OUT013,1734.1875
FDT22,OUT046,996.1875
FDP51,OUT013,1993.6875
FDD48,OUT027,3328.5625
FDY39,OUT035,3013.4375
FDO48,OUT010,1680.375
FDD23,OUT027,4469.5625
DRN35,OUT027,2058.0625
FDT01,OUT035,3563.9375
FDC20,OUT010,-960.625
DRJ35,OUT035,1141.5625
FDB32,OUT046,1502.6875
FDL24,OUT046,2843.4375
NCV42,OUT035,1864.9375
FDZ46,OUT046,1794.9375
FDC15,OUT013,2494.6875
FDD08,OUT019,-1202.0
FDY50,OUT049,1514.6875
FDD36,OUT013,1962.1875
FDG57,OUT027,2252.5625
FDL21,OUT018,429.6875
FDN16,OUT027,3160.0625
FDJ09,OUT027,2235.5625
FDS01,OUT010,969.375
FDV33,OUT017,4268.6875
DRE12,OUT017,1865.0625
FDR07,OUT013,1548.6875
FDP48,OUT010,1031.375
NCB55,OUT035,1001.1875
FDQ08,OUT013,1077.1875
FDR34,OUT035,3851.9375
FDO33,OUT046,1834.1875
FDP13,OUT045,667.0625
FDX12,OUT049,3999.6875
NCT06,OUT049,2688.1875
FDR16,OUT019,1433.25
FDE36,OUT046,2629.4375
FDZ36,OUT049,3021.6875
FDV13,OUT045,1392.5625
NCZ17,OUT035,794.1875
FDU56,OUT045,2893.3125
FDM09,OUT035,2891.4375
FDV02,OUT017,2843.9375
FDS34,OUT018,1558.6875
FDA11,OUT049,1623.6875
FDP09,OUT017,3465.9375
FDB29,OUT027,3337.5625
FDT19,OUT017,2872.6875
DRH15,OUT017,830.3125
FDY38,OUT046,3771.1875
FDF14,OUT027,3886.0625
FDN48,OUT010,-424.125
FDQ12,OUT013,3708.4375
NCJ43,OUT045,2616.8125
FDE17,OUT019,602.25
FDB05,OUT035,3923.6875
FDH10,OUT045,2979.3125
NCR06,OUT017,780.1875
FDU32,OUT018,1696.1875
FDD56,OUT049,2893.6875
FDO36,OUT018,2582.6875
FDH16,OUT010,-429.125
FDX10,OUT018,403.6875
FDZ37,OUT017,1612.6875
FDU31,OUT010,1601.375
DRC49,OUT049,2328.6875
FDL15,OUT045,2354.0625
FDN32,OUT019,1046.5
DRH59,OUT027,2648.5625
NCU29,OUT049,2418.1875
FDR37,OUT019,1050.0
FDS14,OUT018,2213.1875
FDU02,OUT027,5070.5625
FDJ08,OUT035,3181.6875
NCZ06,OUT045,3895.0625
FDO31,OUT049,1447.6875
FDH31,OUT018,1438.6875
FDS58,OUT017,2719.1875
NCA53,OUT027,2286.3125
FDF50,OUT046,3050.1875
NCW42,OUT049,3564.1875
NCQ17,OUT045,2408.5625
FDK51,OUT018,3933.1875
NCW41,OUT010,622.6875
NCR29,OUT017,1049.6875
FDB08,OUT019,679.5
FDA40,OUT027,2900.5625
FDL14,OUT018,2261.1875
FDB47,OUT046,3308.9375
FDO03,OUT035,3816.9375
DRK13,OUT019,1220.1875
FDX13,OUT010,1997.375
FDF52,OUT046,2932.1875
FDT11,OUT013,3021.4375
FDB08,OUT013,2566.6875
FDQ28,OUT018,2250.1875
FDD29,OUT045,3952.8125
NCQ29,OUT027,5594.8125
NCO02,OUT013,1134.1875
FDR56,OUT010,1248.375
NCM54,OUT049,2038.1875
FDP51,OUT035,2067.1875
FDT38,OUT013,1392.6875
FDZ20,OUT018,3756.1875
FDJ53,OUT013,1976.1875
FDX13,OUT049,3994.6875
FDP58,OUT035,3621.4375
NCK31,OUT019,-1013.9375
FDA35,OUT018,1739.1875
FDV37,OUT018,2919.6875
NCO07,OUT027,4839.8125
FDA20,OUT045,2870.0625
FDZ59,OUT035,2805.4375
NCY17,OUT017,807.1875
FDQ28,OUT035,2637.1875
FDV35,OUT017,2541.9375
FDQ36,OUT013,770.4375
FDD34,OUT018,2320.1875
FDK51,OUT045,4155.0625
FDV31,OUT035,2935.4375
FDR04,OUT035,1717.9375
FDR14,OUT049,952.6875
DRC36,OUT010,900.3125
FDE39,OUT019,69.0
FDP57,OUT049,1749.6875
FDE57,OUT046,2295.6875
NCN18,OUT046,1795.1875
NCQ05,OUT018,2149.9375
FDW47,OUT035,2064.9375
FDV46,OUT035,2355.4375
NCP29,OUT045,984.8125
FDE09,OUT018,1513.6875
NCU06,OUT027,5051.3125
FDT19,OUT010,856.875
DRF15,OUT017,2501.5625
DRI51,OUT013,2738.0625
NCX54,OUT013,1691.0625
DRE01,OUT013,3808.6875
NCB07,OUT045,2978.5625
FDU50,OUT035,2010.4375
FDG40,OUT035,693.9375
FDW10,OUT018,2502.1875
FDX51,OUT013,3184.1875
NCP17,OUT045,967.3125
FDP21,OUT035,3146.9375
FDL04,OUT045,1586.3125
FDV23,OUT013,2031.9375
FDF24,OUT046,1395.4375
FDH56,OUT027,3351.0625
FDB51,OUT049,1132.6875
FDI58,OUT027,3031.5625
FDR20,OUT013,830.3125
FDC51,OUT018,1764.6875
FDB16,OUT027,2888.5625
FDE40,OUT049,1131.6875
NCM17,OUT035,900.6875
FDU56,OUT035,3089.4375
FDS32,OUT019,435.5
FDX02,OUT049,3659.6875
FDT39,OUT027,3907.0625
FDE35,OUT017,1158.4375
NCI42,OUT019,1426.5625
DRL23,OUT046,1681.3125
FDA10,OUT046,1942.1875
FDA11,OUT013,1584.3125
NCM06,OUT046,2422.4375
NCT05,OUT035,4218.9375
NCQ02,OUT010,1051.1875
NCY06,OUT049,2106.1875
FDY56,OUT035,3751.9375
FDL02,OUT035,1831.9375
NCI06,OUT035,2930.1875
FDQ14,OUT045,2320.3125
FDQ12,OUT017,3742.6875
FDP36,OUT046,977.6875
FDK21,OUT027,5400.5625
FDO40,OUT045,2297.3125
NCK54,OUT019,-73.1875
FDY09,OUT018,2539.1875
NCW30,OUT049,4022.1875
NCC55,OUT027,2058.3125
FDE58,OUT018,1624.6875
FDR39,OUT013,2953.6875
FDU28,OUT049,3096.6875
FDH08,OUT017,3690.1875
FDG35,OUT045,2775.3125
FDG22,OUT049,733.6875
FDC34,OUT035,2649.9375
FDP15,OUT018,3790.6875
FDK34,OUT010,1921.875
FDU45,OUT035,2012.9375
FDQ04,OUT027,2175.5625
FDX22,OUT018,3049.1875
FDB45,OUT017,1748.4375
NCH43,OUT027,4819.3125
DRE60,OUT046,3521.0625
FDD17,OUT027,5173.5625
NCM54,OUT017,2078.6875
NCH55,OUT013,2024.6875
NCT06,OUT017,2697.1875
FDA48,OUT027,4975.0625
FDY58,OUT027,5085.5625
FDO25,OUT045,3197.3125
FDN50,OUT045,1497.5625
FDH35,OUT035,2760.9375
FDK09,OUT045,3538.8125
FDO16,OUT013,1393.1875
FDW11,OUT045,948.8125
FDU47,OUT027,3750.5625
NCQ42,OUT010,74.6875
FDK55,OUT027,2873.5625
FDN08,OUT049,2011.6875
FDT57,OUT045,3718.3125
FDJ12,OUT018,3054.6875
DRL59,OUT017,934.8125
NCN53,OUT046,648.9375
FDO51,OUT010,-1094.125
FDK56,OUT017,3093.4375
FDY12,OUT035,1025.6875
FDU15,OUT035,817.1875
FDQ19,OUT046,3885.9375
DRF15,OUT045,2346.4375
DRE25,OUT019,-423.8125
FDK57,OUT018,1657.6875
FDD33,OUT010,1798.875
FDR34,OUT027,5150.0625
FDU04,OUT045,1913.3125
FDE35,OUT019,-797.75
NCD31,OUT035,2700.9375
FDJ56,OUT035,1728.9375
NCU53,OUT046,2596.1875
FDD39,OUT035,3556.6875
NCU17,OUT019,-236.1875
FDJ20,OUT046,2001.1875
NCW41,OUT018,2231.9375
FDL52,OUT035,864.4375
FDS39,OUT035,2390.6875
DRJ47,OUT045,2652.6875
FDP13,OUT010,-1194.625
DRK39,OUT010,-547.6875
FDF28,OUT010,148.375
FDB09,OUT045,1922.8125
FDM51,OUT046,1717.6875
DRM49,OUT018,502.6875
DRF23,OUT013,2688.5625
DRH01,OUT035,2840.8125
FDH12,OUT027,3172.5625
FDA28,OUT019,189.75
FDW37,OUT018,1154.1875
FDF02,OUT046,1665.9375
DRL37,OUT046,707.0625
NCF43,OUT046,2260.4375
FDH08,OUT010,1683.375
FDR34,OUT019,1841.25
NCK19,OUT049,3163.1875
NCD55,OUT018,358.4375
FDT27,OUT049,3835.6875
FDQ57,OUT045,2285.8125
FDA47,OUT035,2773.6875
DRG15,OUT027,2464.5625
FDE05,OUT018,2114.1875
FDN46,OUT046,1695.6875
FDX27,OUT027,2967.5625
FDT51,OUT045,1768.0625
FDU33,OUT013,857.1875
FDJ16,OUT027,2437.5625
FDD20,OUT019,161.5
FDT36,OUT049,706.6875
DRF15,OUT027,3856.0625
FDN52,OUT010,-461.125
FDC22,OUT027,4499.0625
FDX15,OUT045,2469.5625
FDT13,OUT013,3045.9375
FDU04,OUT017,2087.4375
FDU31,OUT019,1624.0
FDW59,OUT027,2852.0625
NCO29,OUT046,2659.4375
FDL15,OUT035,2555.4375
FDI41,OUT049,2448.6875
FDQ48,OUT049,1724.6875
DRI39,OUT013,916.3125
FDI08,OUT013,4072.1875
FDC21,OUT049,1884.6875
FDF58,OUT035,1183.4375
FDS08,OUT010,850.875
FDE47,OUT045,1917.3125
NCP18,OUT019,520.3125
NCR41,OUT013,1583.4375
FDA27,OUT013,4140.0625
FDA43,OUT035,3221.9375
FDA49,OUT045,1294.5625
NCE55,OUT018,2480.9375
DRM49,OUT027,2240.5625
FDF22,OUT027,4800.0625
FDQ15,OUT018,1023.1875
NCS54,OUT017,2862.1875
NCY05,OUT013,636.6875
FDR45,OUT046,3839.1875
FDK57,OUT049,2041.6875
FDF41,OUT010,1995.375
FDV21,OUT046,2021.4375
FDD51,OUT046,786.4375
FDF33,OUT046,1797.4375
FDA38,OUT046,3695.1875
FDR56,OUT045,3091.8125
NCN41,OUT017,2044.9375
FDC60,OUT027,2911.5625
FDB47,OUT045,3222.0625
DRH01,OUT013,2779.8125
FDW08,OUT046,1725.6875
FDF38,OUT027,2206.0625
FDY32,OUT017,2667.1875
FDG34,OUT049,1903.6875
FDG47,OUT019,2272.0
NCF18,OUT035,3089.1875
FDL39,OUT019,1054.75
NCH55,OUT035,2102.6875
DRJ35,OUT049,1076.6875
FDS44,OUT035,3967.9375
DRE01,OUT018,3478.6875
FDY39,OUT013,2937.9375
FDY32,OUT018,2268.6875
FDR33,OUT027,3233.5625
NCP50,OUT049,1376.1875
FDZ47,OUT018,1335.6875
FDU57,OUT049,2532.6875
FDY44,OUT013,3206.9375
DRH59,OUT018,906.6875
FDB03,OUT027,5297.0625
FDY46,OUT045,2906.8125
FDM39,OUT045,2710.8125
FDY36,OUT035,1349.9375
NCM55,OUT035,3067.9375
FDJ50,OUT010,-1001.125
DRL60,OUT013,2421.5625
NCJ54,OUT049,3717.1875
FDX59,OUT017,703.4375
FDI07,OUT013,3266.4375
DRF51,OUT010,-1375.6875
FDM14,OUT017,1878.6875
FDP21,OUT045,2945.5625
FDE40,OUT035,1187.9375
FDE05,OUT035,2542.6875
FDM13,OUT027,3560.0625
FDC34,OUT027,3975.0625
NCI55,OUT018,1622.9375
NCE43,OUT018,2351.4375
FDW58,OUT018,1416.6875
FDG60,OUT045,3646.3125
FDV31,OUT017,2914.4375
FDR47,OUT013,3134.4375
FDM60,OUT019,-1102.5
NCF06,OUT018,3675.4375
NCN26,OUT027,3304.3125
FDQ59,OUT049,1540.6875
FDF09,OUT046,702.6875
NCS06,OUT017,4207.1875
FDT44,OUT046,1897.1875
FDI19,OUT017,3997.4375
FDT22,OUT017,1079.6875
NCF54,OUT027,4122.3125
DRG25,OUT045,2875.4375
FDB59,OUT017,3262.9375
FDQ37,OUT017,3167.4375
FDP56,OUT035,969.6875
FDW44,OUT035,2916.9375
FDJ26,OUT010,1555.875
FDU43,OUT018,3544.1875
FDW33,OUT045,1627.0625
NCX53,OUT027,3730.3125
FDN56,OUT010,391.375
DRF15,OUT049,2480.6875
FDO33,OUT017,1934.9375
FDZ39,OUT010,-210.125
NCJ19,OUT017,991.6875
FDU01,OUT035,3122.9375
FDT12,OUT035,3677.9375
NCM18,OUT018,662.9375
FDP19,OUT017,2173.4375
NCR42,OUT049,623.1875
FDN10,OUT046,1946.9375
FDG44,OUT017,1034.1875
FDQ10,OUT046,2767.6875
DRH13,OUT049,1774.6875
FDT52,OUT013,3965.1875
FDM56,OUT045,1687.5625
NCO43,OUT010,-276.3125
NCV29,OUT035,2973.6875
NCF06,OUT013,4019.4375
FDO50,OUT035,1611.9375
FDT59,OUT013,3712.1875
FDX40,OUT027,2111.5625
FDE50,OUT017,3118.9375
FDX51,OUT017,3279.1875
NCD30,OUT018,1228.4375
FDK15,OUT013,1645.8125
FDL12,OUT045,928.0625
FDK46,OUT017,4211.9375
DRH49,OUT010,-614.1875
FDQ57,OUT046,2377.6875
FDY59,OUT017,1638.9375
FDO09,OUT018,3919.1875
NCG30,OUT035,2049.6875
FDM09,OUT017,2840.1875
NCN17,OUT027,3112.8125
NCS42,OUT013,1464.0625
FDD02,OUT019,52.75
FDE34,OUT013,2937.9375
FDU38,OUT045,2982.5625
FDB33,OUT046,2537.4375
NCJ29,OUT017,1513.6875
FDZ27,OUT035,1014.9375
FDI40,OUT013,1692.3125
FDG22,OUT013,675.1875
FDT51,OUT017,1945.4375
FDF20,OUT018,2876.1875
FDV50,OUT035,2098.9375
FDT02,OUT049,698.6875
DRC49,OUT017,2377.5625
FDF26,OUT049,2545.6875
FDV52,OUT035,2036.9375
FDX59,OUT049,669.6875
FDV25,OUT035,3581.4375
FDW23,OUT027,2121.0625
FDE53,OUT018,1451.6875
FDA19,OUT017,2187.1875
FDH22,OUT046,2024.9375
NCO41,OUT013,1628.6875
FDX12,OUT017,4014.9375
FDF17,OUT013,3074.4375
FDS11,OUT045,3461.0625
FDR51,OUT035,2571.1875
FDT49,OUT010,-215.625
FDC56,OUT013,1954.4375
FDR13,OUT027,3382.5625
FDQ60,OUT035,2083.4375
FDN38,OUT049,3989.6875
NCL29,OUT013,2546.4375
FDO13,OUT027,4063.0625
FDE26,OUT018,2010.1875
FDA31,OUT010,798.875
FDX14,OUT035,1354.6875
FDA34,OUT045,2722.3125
FDF26,OUT013,2515.1875
FDE38,OUT045,2547.8125
DRI11,OUT046,1830.3125
FDQ60,OUT027,3392.5625
FDL21,OUT027,2177.5625
DRC12,OUT027,4482.0625
FDC47,OUT046,3632.1875
FDE57,OUT045,2191.3125
FDT14,OUT045,1896.0625
NCZ53,OUT046,3033.9375
FDE28,OUT018,3400.1875
FDR19,OUT035,2471.4375
NCF54,OUT019,827.0625
FDZ08,OUT046,1406.9375
NCJ05,OUT018,2162.4375
FDF59,OUT046,2064.6875
NCO05,OUT035,1741.9375
FDW24,OUT018,562.6875
NCX42,OUT018,2274.4375
NCA53,OUT035,962.6875
FDI45,OUT019,956.0
FDG46,OUT046,1899.6875
FDM20,OUT010,1976.875
FDW11,OUT010,-891.625
FDX08,OUT035,3001.9375
NCK17,OUT035,830.6875
FDK32,OUT018,2198.1875
NCA42,OUT035,2623.9375
DRI01,OUT035,2842.3125
NCL55,OUT049,4117.1875
DRE25,OUT018,1179.6875
FDD14,OUT017,2979.9375
FDB10,OUT046,3762.1875
