Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,visibility_ratio,Item_MeanPrice_Ratio,specific_price,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_combined_0,Item_Type_combined_1,Item_Type_combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDQ31,0.0732360821673117,0.26647220389989723,0.24870966865649344,OUT010,175.7712,1.6044346490245622,1.0261428656233875,0.2821708205336771,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC05,0.5087823757070555,0.29359205704763847,0.6981660316878214,OUT049,4138.6128,0.9237238282780378,0.9928438254497459,0.27009279056691377,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM08,0.3301577850550759,0.14813499529862395,0.8226660282922126,OUT013,3579.3408,1.0,1.0044621183996343,0.4196802550325538,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCA41,0.7261089610002978,0.08929925457855017,0.6826285747271629,OUT035,3848.324,0.9988808269374166,0.9978574622900378,0.19930056940408364,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDK15,0.37183685620720447,0.2905105702070016,0.2869892155464554,OUT027,4960.21,0.8704928824197551,0.9966745335781414,0.15220664046019577,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX56,0.7469484965763622,0.21083685588048282,0.7524405938240667,OUT049,5383.6588,1.0,1.0060025482961283,0.21411201328666613,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT21,0.17058648407264065,0.05177434010767625,0.9236870878579821,OUT046,2241.0828,1.0270265011483206,1.0014752672781964,0.6490096393873069,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ46,0.1759452217922,0.3086001116015593,0.350021052774552,OUT046,671.1264,0.9990697462987242,1.0159645395201617,0.2742130703621298,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS01,0.41947008038106565,0.08464633465844149,0.6297945996237666,OUT019,177.7686,1.6785972320026599,1.0077967854807026,0.2811720667984816,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW34,0.30038701994641254,0.18077844011806674,0.8961308735543196,OUT019,486.034,1.6783166319411547,0.9950333912086919,0.48005483226262274,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX07,0.8719857100327477,0.059540678768380574,0.6362734212116891,OUT035,2380.235,1.2848516240278325,0.9882435286382187,0.15789914209523848,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN13,0.8362607919023519,0.45713101792167105,0.291367853092381,OUT046,201.0716,0.9222899176803777,1.002787309757747,0.07510487347781458,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCP02,0.15183090205418281,0.12750777093202695,0.11870284348280805,OUT018,651.8182,0.8782920644729044,0.9998312697625292,0.13554885560206018,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDT48,0.02173265852932421,0.13127506089981641,0.7152782022288777,OUT017,3968.1679999999997,1.3380918455208692,1.0052195769099,0.7929450650532921,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ49,0.38374516225066985,0.39882777416462384,0.8076871489789405,OUT035,4187.2162,0.929456817558661,1.0050397683077397,0.37599734128076284,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCJ17,0.18606728192914557,0.7751262167456215,0.22552105617016074,OUT010,170.4448,1.4641166662443434,0.987946505890999,0.18958114297156944,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDB17,0.5117594522179221,0.10253440522141362,0.6371333591399603,OUT017,3078.6592,0.8796766043211375,1.0053761176228027,0.24666019211879867,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP48,0.1765406370943733,0.12507947801256863,0.6439135410087675,OUT018,4394.28,0.866403359094166,1.0014593613469904,0.4613680395119382,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI53,0.2584102411431974,0.4134160683155476,0.555324654157244,OUT049,2577.9776,1.0345310377400367,1.0021635174095154,0.33694142527430926,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW02,0.014885382554331639,0.10496196849757362,0.4052676079294256,OUT013,2628.5784,1.0269770161569327,1.0090206924071239,0.5030993099058638,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL20,0.746948496576362,0.6811931669059045,0.3459217040523196,OUT019,222.3772,1.7991850579969433,1.0097483590428067,0.10001705865114172,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDV32,0.19231914260196487,0.26321050747922864,0.13353656051993565,OUT018,1707.777,0.9260469313752251,0.9926180972618414,0.1298537847415344,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDG38,0.26317356356058347,0.15224823265461623,0.23231227376756383,OUT017,1278.336,1.0430713413977346,1.009913884865359,0.16090239722030084,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCB31,0.10002977076510866,0.3525838839651649,0.9830329917350882,OUT027,5522.811,0.9178236864054448,1.0001268113414992,0.824566547671582,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDF52,0.28252456088121464,0.20336613115877053,0.6436342521850743,OUT017,4013.4424,1.0,0.9993990358349469,0.36634538621863066,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB15,0.3774933015778505,0.4108438170811959,0.986707889357483,OUT049,7646.0472,0.9310779332034785,0.9994947392248087,0.4588122110102534,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO48,0.6219112831199762,0.07196501406564479,0.8049952801037699,OUT018,1768.3648,0.9334195357347312,0.999849156058315,0.26571127759052315,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCR53,0.45221792200059546,0.4546401514702542,0.8198289971408975,OUT018,5626.01,1.0,0.9978659116736409,0.3419544210532714,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDF56,0.7231318844894312,0.3564726641601213,0.6328888481415834,OUT013,3078.6592,0.8740008653063723,0.9954750531957163,0.18570561629193122,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL57,0.6278654361417089,0.19634287385560298,0.9594309638775136,OUT018,3874.9559999999997,0.9260469363568624,0.995101774807448,0.312809567802353,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCC31,0.20631140220303656,0.052817709397236116,0.5369612017738661,OUT013,1713.7692,1.0,1.0119927761160337,0.3664605813249136,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE33,0.8809169395653469,0.1420436231253824,0.19938335744215582,OUT049,1492.7236,0.8760887663436419,0.9913863427931556,0.04804786940200537,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV52,0.9612980053587377,0.3652323213509176,0.37545501157902605,OUT017,4006.7844,0.9639830408620602,1.0129423448145187,0.08349700661947679,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR46,0.7320631140220302,0.4161362616556284,0.4931527548574184,OUT027,3368.948,0.9544539622681424,1.0061401593712476,0.14394602163554196,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRE12,0.0020839535576064327,0.2069042420137539,0.3535507881208022,OUT046,1245.046,1.141972785876089,1.0152842877521906,0.4741981945418113,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDD57,0.8064900267936888,0.10442096723916983,0.27257994960916543,OUT010,95.2094,1.5560143860682132,1.0001163487978726,0.07314662131121857,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCS41,0.493896993152724,0.1537866624591596,0.6531063029290521,OUT049,2388.8904,1.0623147590164028,1.0084417692205467,0.25918636939506856,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCY41,0.7261089610002978,0.22347808953523723,0.011728432790715032,OUT017,575.2512,0.8796766162212877,0.9575403788185539,0.007068920162202924,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV22,0.6129800535873771,0.019765956906404772,0.5228091532030777,OUT017,3755.112,0.9348909559640829,0.984142345106462,0.17754295595612007,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF12,0.21911283119976177,0.24327699737928754,0.5000780990023701,OUT045,1182.4608,1.0010958873243732,1.006072563080436,0.3345008968355285,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM13,0.11134266150640071,0.18332843569248766,0.424759251336172,OUT013,262.3252,0.9288589829513266,0.9941976014398021,0.3821477674900918,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ56,0.1211670139922596,0.3140933312295798,0.22156686972407283,OUT046,1342.2528,0.9296326076611909,0.9919473775644962,0.22373935966473726,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW55,0.4790116105983922,0.056305089415939015,0.9156225169610659,OUT027,5478.2024,1.1666012749830903,0.9921452514385345,0.36500291175666255,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCT29,0.4790116105983923,0.1854142703759433,0.38943982641647823,OUT027,4629.9732,0.9095813765757446,1.006544427665259,0.16457978564762973,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCX42,0.10747246204227451,0.007504904696116652,0.559267804874736,OUT017,1644.526,0.9275067860883607,0.9937697801016802,0.4879063836277903,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDR24,0.7618338791306938,0.18358841344914237,0.24657637742870922,OUT017,1258.362,0.9275067678190877,0.9977674335532413,0.07060017132638743,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCS42,0.24084548972908598,0.2039134957071883,0.2513794660744725,OUT017,729.7168,0.9275067703619263,0.990877370697677,0.18005681583485197,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDL40,0.782673414706758,0.024893351240893896,0.27695858715509103,OUT018,2220.4429999999998,1.1573551300771345,1.0023880968944359,0.07676308866581713,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD47,0.18130395951175943,0.42742959134587627,0.597010845574503,OUT046,3749.7856,0.874728790174538,1.004322308720316,0.42653129876943874,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE03,0.8958023221196785,0.06358119090408808,0.07420169237142529,OUT046,236.359,0.9296325992841618,1.0452438907650552,0.016344392029306258,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCM18,0.5028282226853229,0.2428019133894933,0.12746011857465925,OUT027,2043.3402,0.8704928808281975,0.9986970556715539,0.06174126889521848,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDF52,0.28252456088121464,0.19501497538993198,0.6491521164829642,OUT045,1641.8628,0.9610435215332497,1.006501339603757,0.36919292656731145,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCG43,0.9315272402500745,0.21801652164877836,0.2553336525205605,OUT045,1943.4702,1.0629952275348358,0.9783879092121003,0.057874118387073605,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE20,0.40458469782673406,0.006021305892177501,0.5937603990519461,OUT046,4923.590999999999,0.9990698046634955,1.0131692650070434,0.27288474658267214,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI33,0.711223578445966,0.07698157650671726,0.2505305638747971,OUT017,2554.0088,1.0047208934147212,0.9942205822130435,0.07715661988952613,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCT06,0.7469484965763622,0.1081553616852605,0.5678909534190386,OUT013,2320.9788,1.0272169736981147,0.9949107976668419,0.16231569242729182,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY24,0.019350997320631114,0.3765608324706661,0.09269927130235184,OUT035,808.947,1.0,0.9888330125926396,0.18743719285734073,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ33,0.33581423042572195,0.32150433976132653,0.49838029460301947,OUT017,1330.2684,1.0305630711674034,1.0047294868641883,0.26279050215226035,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ55,0.4909199166418577,0.061733703286088674,0.8147355839428452,OUT018,2475.4444,0.9334195149242173,0.9931292323187466,0.3209356671232659,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE45,0.4492408454897289,0.20653446679468776,0.6328998838701791,OUT019,716.4008,1.6783166181803462,1.0092872224603084,0.2693658265870846,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDD44,0.20809764810955644,0.23134660596568057,0.9646695393517104,OUT018,3091.9752,1.1461567350016066,1.0023744718496186,0.6199630625706632,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD10,0.9553438523370053,0.13125407672799622,0.622858219750219,OUT018,1605.9096,1.0409182559627708,0.999812805314532,0.14170852111427204,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA39,0.10509080083358141,0.028308482103343045,0.03689413850009168,OUT018,78.5644,1.1565758154413468,1.0144625268317933,0.09452655847080696,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB36,0.054182792497767196,0.1382692614670602,0.4243348002363343,OUT013,3410.2276,1.5980866124426423,1.0002857685000812,0.4549376198563872,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK52,0.8154212563262877,0.39721351071567385,0.8273239546618314,OUT010,677.1186,1.7744255371955608,1.0027928478270312,0.21814843559524208,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDJ36,0.5921405180113128,0.38447824885608395,0.3002702904603767,OUT049,2050.6639999999998,0.9310779349373357,0.9928640841570991,0.10899954807613782,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCB55,0.6635903542721047,0.4856370240097286,0.1114871747855673,OUT018,829.5868,0.92604693723302,0.9829223890894558,0.040333996363203124,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCK18,0.30038701994641254,0.02351037856018595,0.5756762354922614,OUT010,660.4736,1.7749162158088314,1.0107788376295277,0.31984943315597786,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDX27,0.9612980053587377,0.34086907289890817,0.2701784052862838,OUT049,1229.0668,1.038306992821615,1.0118414327944218,0.05908837962596201,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB08,0.08931229532598983,0.08475148333865686,0.5461318922369591,OUT046,2727.7826,1.1598923069837686,0.9989591430333153,0.5038011977098404,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX43,0.06549568323905924,0.25152771759417825,0.567745791142894,OUT046,2330.3,1.1521149848935517,0.9903396135845435,0.5602099049556044,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA20,0.13247990473355165,0.19493412968101193,0.6584679692222019,OUT018,1304.968,1.0031395390648115,0.9999999999999999,0.52577508802679,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC04,0.657636201250372,0.23148275678941552,0.891752236008394,OUT019,483.3708,1.6148105877002141,0.9975663162743735,0.2808614246070504,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDG17,0.1375409348020244,0.09995879516495863,0.9047540220986221,OUT017,4153.9262,0.927506760695877,0.9994094499098592,0.6910192348903358,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU58,0.12235784459660615,0.13849363139929113,0.6672362800426489,OUT010,187.0898,1.7356585009189036,1.0058104780944384,0.5465470472584744,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP24,0.955343852337005,0.24329887744224615,0.3806715155960312,OUT027,3877.6192,0.9251308136627844,1.0062847718868106,0.08528438788798384,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCT29,0.4790116105983923,0.18677035092917918,0.3847708643182637,OUT045,1462.0968,0.9158611258797673,0.9975458396255279,0.16280137674854517,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB08,0.08931229532598983,0.08514155618753678,0.54782969663631,OUT018,1765.0358,1.1646172206025607,1.0014571997533586,0.5051469196303248,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB43,0.9315272402500745,0.2972149422942971,0.6668118289428112,OUT045,3554.7062,1.0387207066114592,1.0048598116218486,0.15563773440692574,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL09,0.8958023221196783,0.6791530041985276,0.584009059484275,OUT019,167.7816,1.5315372010183719,1.0038637212033887,0.1411780955803069,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRK49,0.5713009824352486,0.09965332399472009,0.039150520546828854,OUT046,446.7518,1.0329251299515483,0.988773313678497,0.023979574456708973,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDR37,0.711223578445966,0.1927850654023621,0.6500010186826397,OUT013,3101.2964,1.032065539952531,1.0105200176210296,0.19335030867132696,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG56,0.520690681750521,0.20893152051352107,0.12633192755129072,OUT035,1898.8616,0.9294568270965117,0.9990908799990689,0.05916678500169848,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE34,0.2762727002083954,0.3216724625076485,0.6386860012631664,OUT049,6179.9556,1.0345310423358207,0.9955634281883341,0.36833822995284854,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE16,0.2584102411431973,0.06970539805197554,0.7483302093732386,OUT027,6668.6528,0.8704928720104619,0.996208947459851,0.44107857255778427,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT58,0.2646621018160166,0.2535703339965288,0.5831601572845996,OUT035,1342.2528,0.9294568173364273,1.0032380971513732,0.3474533140628379,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR03,0.6635903542721047,0.015884630156280666,0.7496145984013474,OUT035,3095.97,1.1412908636407402,1.008305627699329,0.23540358856397584,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCL30,0.8064900267936888,0.13990007889075745,0.41360043192143914,OUT049,2173.1712,1.0006230275310384,1.0105979105630551,0.1105392020800064,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT22,0.3477225364691871,0.33243313103947225,0.12110438780568969,OUT027,1677.816,0.917823690302929,1.0099418868575756,0.08288633393466252,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP45,0.6635903542721047,0.08342488714773352,0.9417822871462624,OUT049,5285.1204,0.9237238300844487,1.0040982674640397,0.29414745583930885,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS15,0.2762727002083954,0.22911705618176426,0.32202935164245605,OUT013,2804.3496,0.8740008681689281,0.9994404008222376,0.20305884105556055,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF16,0.16344150044656142,0.2528832070439826,0.48946682150642784,OUT027,1773.6912,0.8704928792980023,0.9909427391860359,0.3747672403479676,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL13,0.5534385233700505,0.16273227093779946,0.8643522197094717,OUT045,4660.6,0.876502769112763,1.0080669384252305,0.3111942911695367,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCV30,0.9315272402500745,0.1928042978145336,0.12801869622204567,OUT018,126.50200000000001,0.9251921516167542,0.9871488008224767,0.02762519823929005,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDG33,0.04822863947603462,0.7449378810327376,0.5984183254215648,OUT019,171.7764,1.5315372005591992,0.9998839209641062,0.619786627878247,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO10,0.5415302173265852,0.0282529029874583,0.10300918851740928,OUT046,1603.2464,1.4984443696901992,0.9726885018592829,0.048568750878665,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ03,0.6219112831199762,0.22897449250152974,0.8804592900461123,OUT013,2133.2232,1.0594999788553534,1.0064503943594039,0.28985645713491187,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCC55,0.3655849955343852,0.18609962709685857,0.020351581335017577,OUT018,372.848,1.164348121536615,0.9730347743549917,0.03438545600416986,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDD52,0.8154212563262877,0.550565336555668,0.33050733791061404,OUT027,1867.569,0.9942317092613225,0.9941936982271427,0.08749673595513296,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI16,0.5623697529026497,0.4087052171804828,0.10006010227573703,OUT018,319.584,0.9624658011071305,1.0294592261793072,0.04548491522909715,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB44,0.12503721345638585,0.04120524758228691,0.7587852888644406,OUT046,4221.1720000000005,1.0373937346686466,0.9970466119523405,0.6086409550498136,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA25,0.711223578445966,0.19873099944968883,0.2967295193855306,OUT046,1031.99,1.0274967272927054,0.9808311732506562,0.09059447741829035,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV33,0.30038701994641254,0.07317648670594527,0.961553219376702,OUT046,1808.3128,0.9990697345750196,0.996810428083079,0.512761530116495,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX47,0.1187853527835665,0.09569547705818289,0.528606306324661,OUT049,1099.9016,0.8760887695317624,0.9931170208426807,0.4502906683606884,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO50,0.6963381958916344,0.19618791958017284,0.24868759719930186,OUT017,1102.5648,1.0,0.984422986025958,0.07832772908008823,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV57,0.6367966656743078,0.19169921763458572,0.6306324660948461,OUT013,2696.49,1.3319246803918117,1.0006258570764963,0.20591841018546997,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB02,0.30604346531705867,0.07876473236791569,0.6080134669844957,OUT035,1235.059,0.9988808317542991,0.9922540996421251,0.33238671511512285,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD16,0.9493896993152724,0.18495036501406562,0.18454964040502822,OUT019,74.5696,1.5315371939089426,0.9975983861154695,0.03995301149198124,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX02,0.6814528133373028,0.16466353515256701,0.8223757037399236,OUT046,4950.8888,0.9990697490817565,1.0023383696619474,0.25217113671112734,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP11,0.6725215838047036,0.3450734130450678,0.7938364606890369,OUT010,435.4332,1.4641166655154558,1.0013301129311745,0.24624103476168505,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH32,0.4909199166418576,0.2220240366668847,0.2841742558523318,OUT027,2220.4429999999998,0.8704928775766246,1.0162406512811495,0.12200238791254722,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL18,0.8511461744566837,0.5057312865350795,0.6902576587956455,OUT049,3110.6176,0.9237238290381655,0.9997708553694086,0.1752134418022059,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT12,0.09883894016076211,0.14207305515041194,0.8201082859645906,OUT045,4514.124,1.0350199089282288,0.9946392859706128,0.7015169325641615,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
